timestamp,Bobcat_education_Dylan,Bobcat_education_Alissa,Bobcat_education_Coleman,Bobcat_other_Timothy,Bobcat_office_Justine
2016-05-11 11:00:00,22.78,0.0,11.86,15.9599,
2016-05-11 12:00:00,,0.0,15.45,,
2016-05-11 13:00:00,,0.0,,,
2016-05-11 14:00:00,,0.0,,,
2016-05-11 15:00:00,,0.0,,,
2016-05-11 16:00:00,26.69,0.0,15.58,14.07,
2016-05-11 17:00:00,22.43,0.0,12.63,10.66,
2016-05-11 18:00:00,15.69,0.0,8.5,5.71,
2016-05-11 19:00:00,6.94,0.0,3.04,1.47,
2016-05-11 20:00:00,0.75,0.0,0.24,0.2,
2016-05-11 21:00:00,0.0,0.0,0.36,0.0,
2016-05-11 22:00:00,0.03,0.0,0.39,0.0,
2016-05-11 23:00:00,0.0,0.0,0.38,0.01,
2016-05-12 00:00:00,0.03,0.0,0.39,0.01,
2016-05-12 01:00:00,0.03,0.0,0.38,0.01,
2016-05-12 02:00:00,0.0,0.0,0.38,0.01,
2016-05-12 03:00:00,0.03,0.0,0.39,0.01,
2016-05-12 04:00:00,0.0,0.0,0.37,0.02,
2016-05-12 05:00:00,0.07,0.0,0.38,0.0,
2016-05-12 06:00:00,0.15,0.0,0.32,0.08,
2016-05-12 07:00:00,0.81,0.0,0.02,0.81,
2016-05-12 08:00:00,2.41,0.0,0.86,5.41,
2016-05-12 09:00:00,8.94,0.0,5.54,10.2,
2016-05-12 10:00:00,16.69,0.0,10.16,13.71,
2016-05-12 11:00:00,22.81,0.0,13.75,,
2016-05-12 12:00:00,26.78,0.0,16.19,,
2016-05-12 13:00:00,,0.0,,,
2016-05-12 14:00:00,,0.0,,,
2016-05-12 15:00:00,,0.0,,15.74,
2016-05-12 16:00:00,25.5,0.0,14.82,13.41,
2016-05-12 17:00:00,20.0701,0.0,11.77,9.54,
2016-05-12 18:00:00,14.9,0.0,7.95,5.5,
2016-05-12 19:00:00,6.16,0.0,2.63,1.49,
2016-05-12 20:00:00,0.59,0.0,0.22,0.2,
2016-05-12 21:00:00,0.0,0.0,0.37,0.0,
2016-05-12 22:00:00,0.0,0.0,0.38,0.0,
2016-05-12 23:00:00,0.06,0.0,0.4,0.01,
2016-05-13 00:00:00,0.0,0.0,0.38,0.02,
2016-05-13 01:00:00,0.0,0.0,0.39,0.0,
2016-05-13 02:00:00,0.04,0.0,0.38,0.02,
2016-05-13 03:00:00,0.03,0.0,0.38,0.0,
2016-05-13 04:00:00,0.03,0.0,0.39,0.02,
2016-05-13 05:00:00,0.0,0.0,0.37,0.0,
2016-05-13 06:00:00,0.22,0.0,0.29,0.14,
2016-05-13 07:00:00,1.06,0.0,0.02,1.05,
2016-05-13 08:00:00,2.44,0.0,0.9,5.32,
2016-05-13 09:00:00,8.87,0.0,5.44,10.03,
2016-05-13 10:00:00,16.28,0.0,9.81,13.29,
2016-05-13 11:00:00,22.6,0.0,13.02,15.9,
2016-05-13 12:00:00,25.56,0.0,15.19,,
2016-05-13 13:00:00,27.72,0.0,,,
2016-05-13 14:00:00,27.4,0.0,,,
2016-05-13 15:00:00,26.82,0.0,15.78,15.24,
2016-05-13 16:00:00,24.65,0.0,14.29,13.02,
2016-05-13 17:00:00,20.35,0.0,11.29,9.78,
2016-05-13 18:00:00,13.78,0.0,7.71,5.2,
2016-05-13 19:00:00,5.62,0.0,2.53,1.46,
2016-05-13 20:00:00,0.6,0.0,0.25,0.21,
2016-05-13 21:00:00,0.03,0.0,0.36,0.0,
2016-05-13 22:00:00,0.0,0.0,0.37,0.0,
2016-05-13 23:00:00,0.03,0.0,0.39,0.01,
2016-05-14 00:00:00,0.0,0.0,0.39,0.01,
2016-05-14 01:00:00,0.03,0.0,0.39,0.01,
2016-05-14 02:00:00,0.03,0.0,0.38,0.02,
2016-05-14 03:00:00,0.0,0.0,0.39,0.01,
2016-05-14 04:00:00,0.03,0.0,0.38,0.0,
2016-05-14 05:00:00,0.03,0.0,0.39,0.02,
2016-05-14 06:00:00,0.22,0.0,0.28,0.14,
2016-05-14 07:00:00,0.0,0.0,0.02,0.87,
2016-05-14 08:00:00,3.1,0.0,1.05,4.75,
2016-05-14 09:00:00,9.0,0.0,5.86,9.83,
2016-05-14 10:00:00,15.31,0.0,9.46,11.74,
2016-05-14 11:00:00,19.22,0.0,10.34,13.03,
2016-05-14 12:00:00,20.44,0.0,10.45,12.94,
2016-05-14 13:00:00,25.62,0.0,15.62,15.9,
2016-05-14 14:00:00,22.5301,0.0,11.5,12.93,
2016-05-14 15:00:00,,0.0,15.38,15.95,
2016-05-14 16:00:00,22.44,0.0,13.63,11.54,
2016-05-14 17:00:00,11.62,0.0,6.25,6.13,
2016-05-14 18:00:00,6.1,0.0,2.96,3.5,
2016-05-14 19:00:00,2.15,0.0,0.52,1.36,
2016-05-14 20:00:00,0.28,0.0,0.26,0.15,
2016-05-14 21:00:00,0.03,0.0,0.38,0.0,
2016-05-14 22:00:00,0.04,0.0,0.38,0.0,
2016-05-14 23:00:00,0.0,0.0,0.39,0.0,
2016-05-15 00:00:00,0.03,0.0,0.38,0.03,
2016-05-15 01:00:00,0.03,0.0,0.39,0.0,
2016-05-15 02:00:00,0.0,0.0,0.39,0.02,
2016-05-15 03:00:00,0.03,0.0,0.39,0.0,
2016-05-15 04:00:00,0.03,0.0,0.37,0.01,
2016-05-15 05:00:00,0.03,0.0,0.38,0.01,
2016-05-15 06:00:00,0.0,0.0,0.39,0.01,
2016-05-15 07:00:00,1.66,0.0,0.2,1.12,
2016-05-15 08:00:00,3.69,0.0,1.7,2.37,
2016-05-15 09:00:00,2.9,0.0,1.52,1.81,
2016-05-15 10:00:00,6.38,0.0,3.37,3.8,
2016-05-15 11:00:00,10.18,0.0,7.51,6.39,
2016-05-15 12:00:00,8.66,0.0,5.12,5.47,
2016-05-15 13:00:00,8.38,0.0,4.0,5.59,
2016-05-15 14:00:00,4.87,0.0,3.86,2.91,
2016-05-15 15:00:00,12.25,0.0,9.21,7.58,
2016-05-15 16:00:00,18.81,0.0,14.16,10.68,
2016-05-15 17:00:00,21.72,0.0,12.75,10.7,
2016-05-15 18:00:00,15.63,0.0,7.64,6.18,
2016-05-15 19:00:00,7.68,0.0,3.34,2.41,
2016-05-15 20:00:00,0.75,0.0,0.23,0.34,
2016-05-15 21:00:00,0.0,0.0,0.37,0.0,
2016-05-15 22:00:00,0.04,0.0,0.39,0.0,
2016-05-15 23:00:00,0.0,0.0,0.38,0.01,
2016-05-16 00:00:00,0.0,0.0,0.4,0.0,
2016-05-16 01:00:00,0.03,0.0,0.37,0.02,
2016-05-16 02:00:00,0.03,0.0,0.39,0.01,
2016-05-16 03:00:00,0.03,0.0,0.38,0.01,
2016-05-16 04:00:00,0.0,0.0,0.39,0.02,
2016-05-16 05:00:00,0.06,0.0,0.39,0.0,
2016-05-16 06:00:00,0.25,65.53,0.26,0.15,
2016-05-16 07:00:00,1.35,0.0,0.18,0.85,
2016-05-16 08:00:00,1.84,0.0,1.57,1.65,
2016-05-16 09:00:00,8.62,0.0,5.21,9.0,
2016-05-16 10:00:00,12.82,0.0,8.18,9.57,
2016-05-16 11:00:00,4.59,0.0,7.07,2.85,
2016-05-16 12:00:00,9.47,0.0,10.59,5.75,
2016-05-16 13:00:00,21.37,0.0,6.13,13.28,
2016-05-16 14:00:00,24.8801,0.0,9.85,13.86,
2016-05-16 15:00:00,23.31,0.0,11.9901,13.04,
2016-05-16 16:00:00,21.38,0.0,11.0101,11.22,
2016-05-16 17:00:00,18.15,0.0,7.3201,10.24,
2016-05-16 18:00:00,8.63,0.0,3.63,4.6,
2016-05-16 19:00:00,1.06,0.0,0.41,0.66,
2016-05-16 20:00:00,0.19,0.0,0.33,0.11,
2016-05-16 21:00:00,0.0,0.0,0.36,0.0,
2016-05-16 22:00:00,0.03,0.0,0.39,0.0,
2016-05-16 23:00:00,0.0,0.0,0.39,0.03,
2016-05-17 00:00:00,0.03,0.0,0.37,0.0,
2016-05-17 01:00:00,0.03,0.0,0.39,0.0,
2016-05-17 02:00:00,0.03,0.0,0.38,0.03,
2016-05-17 03:00:00,0.0,0.0,0.39,0.0,
2016-05-17 04:00:00,0.0,0.0,0.37,0.01,
2016-05-17 05:00:00,0.07,0.0,0.38,0.01,
2016-05-17 06:00:00,0.62,0.0,0.21,0.38,
2016-05-17 07:00:00,3.09,0.0,0.8,2.14,
2016-05-17 08:00:00,5.13,0.0,2.57,4.13,
2016-05-17 09:00:00,7.94,0.0,3.96,5.37,
2016-05-17 10:00:00,18.06,0.0,7.81,13.28,
2016-05-17 11:00:00,25.81,0.0,10.03,,
2016-05-17 12:00:00,21.41,0.0,10.84,13.12,
2016-05-17 13:00:00,,0.0,,,
2016-05-17 14:00:00,26.91,0.0,,,
2016-05-17 15:00:00,,0.0,,,
2016-05-17 16:00:00,,0.0,,14.26,
2016-05-17 17:00:00,22.25,0.0,12.93,10.46,
2016-05-17 18:00:00,15.13,0.0,8.44,5.65,
2016-05-17 19:00:00,6.72,0.0,2.97,1.53,
2016-05-17 20:00:00,0.78,0.0,0.27,0.22,
2016-05-17 21:00:00,0.0,0.0,0.35,0.0,
2016-05-17 22:00:00,0.0,0.0,0.38,0.0,
2016-05-17 23:00:00,0.03,0.0,0.38,0.0,
2016-05-18 00:00:00,0.0,0.0,0.39,0.02,
2016-05-18 01:00:00,0.03,0.0,0.39,0.01,
2016-05-18 02:00:00,0.0,0.0,0.38,0.01,
2016-05-18 03:00:00,0.06,0.0,0.39,0.02,
2016-05-18 04:00:00,0.0,0.0,0.38,0.0,
2016-05-18 05:00:00,0.03,0.0,0.39,0.01,
2016-05-18 06:00:00,0.19,0.0,0.28,0.08,
2016-05-18 07:00:00,0.81,0.0,0.07,1.12,
2016-05-18 08:00:00,2.29,0.0,0.83,5.33,
2016-05-18 09:00:00,8.84,0.0,5.38,10.1,
2016-05-18 10:00:00,16.25,0.0,9.76,13.37,
2016-05-18 11:00:00,22.75,0.0,13.28,,
2016-05-18 12:00:00,26.41,0.0,15.1,,
2016-05-18 13:00:00,18.9,0.0,10.09,10.6,
2016-05-18 14:00:00,18.5,0.0,13.59,11.6,
2016-05-18 15:00:00,23.69,0.0,,12.2,
2016-05-18 16:00:00,26.53,0.0,14.79,14.12,
2016-05-18 17:00:00,21.19,0.0,12.0,10.58,
2016-05-18 18:00:00,15.4,0.0,7.95,6.12,
2016-05-18 19:00:00,7.35,0.0,2.83,1.99,
2016-05-18 20:00:00,0.78,0.0,0.27,0.25,
2016-05-18 21:00:00,0.03,0.0,0.34,0.0,
2016-05-18 22:00:00,0.0,0.0,0.39,0.0,
2016-05-18 23:00:00,0.0,0.0,0.39,0.01,
2016-05-19 00:00:00,0.0,0.0,0.38,0.01,
2016-05-19 01:00:00,0.06,0.0,0.39,0.01,
2016-05-19 02:00:00,0.0,0.0,0.38,0.01,
2016-05-19 03:00:00,0.03,0.0,0.37,0.01,
2016-05-19 04:00:00,0.04,0.0,0.39,0.01,
2016-05-19 05:00:00,0.0,0.0,0.38,0.01,
2016-05-19 06:00:00,0.28,0.0,0.28,0.12,
2016-05-19 07:00:00,1.06,0.0,0.17,1.31,
2016-05-19 08:00:00,3.25,0.0,1.01,5.99,
2016-05-19 09:00:00,9.12,0.0,5.4,10.18,
2016-05-19 10:00:00,16.82,0.0,10.2,13.74,
2016-05-19 11:00:00,21.81,0.0,13.07,15.53,
2016-05-19 12:00:00,26.03,0.0,15.74,,
2016-05-19 13:00:00,27.0,0.0,16.2,,
2016-05-19 14:00:00,21.91,0.0,15.57,12.84,
2016-05-19 15:00:00,21.28,0.0,10.94,12.15,
2016-05-19 16:00:00,23.28,0.0,13.21,11.96,
2016-05-19 17:00:00,5.87,0.0,2.54,3.26,
2016-05-19 18:00:00,1.35,0.0,0.17,0.85,
2016-05-19 19:00:00,0.53,0.0,0.32,0.34,
2016-05-19 20:00:00,0.06,0.0,0.28,0.01,
2016-05-19 21:00:00,0.0,0.0,0.37,0.0,
2016-05-19 22:00:00,0.06,0.0,0.39,0.0,
2016-05-19 23:00:00,0.0,0.0,0.39,0.01,
2016-05-20 00:00:00,0.0,0.0,0.39,0.01,
2016-05-20 01:00:00,0.04,0.0,0.37,0.01,
2016-05-20 02:00:00,0.03,0.0,0.38,0.01,
2016-05-20 03:00:00,0.03,0.0,0.4,0.01,
2016-05-20 04:00:00,0.0,0.0,0.37,0.01,
2016-05-20 05:00:00,0.06,0.0,0.38,0.02,
2016-05-20 06:00:00,0.22,0.0,0.28,0.16,
2016-05-20 07:00:00,1.87,0.0,0.39,1.17,
2016-05-20 08:00:00,4.79,0.0,2.06,3.24,
2016-05-20 09:00:00,6.59,0.0,2.87,4.32,
2016-05-20 10:00:00,9.69,0.0,5.11,6.36,
2016-05-20 11:00:00,13.43,0.0,7.89,8.77,
2016-05-20 12:00:00,15.32,0.0,6.93,9.9,
2016-05-20 13:00:00,11.97,0.0,5.98,7.59,
2016-05-20 14:00:00,10.93,0.0,6.32,6.95,
2016-05-20 15:00:00,9.66,0.0,5.9,5.99,
2016-05-20 16:00:00,7.37,0.0,3.94,4.63,
2016-05-20 17:00:00,3.1,0.0,1.29,1.99,
2016-05-20 18:00:00,2.56,0.0,0.92,1.59,
2016-05-20 19:00:00,0.5,0.0,0.33,0.31,
2016-05-20 20:00:00,0.0,0.0,0.26,0.02,
2016-05-20 21:00:00,0.03,0.0,0.39,0.0,
2016-05-20 22:00:00,0.0,0.0,0.39,0.0,
2016-05-20 23:00:00,0.0,0.0,0.38,0.01,
2016-05-21 00:00:00,0.03,0.0,0.37,0.01,
2016-05-21 01:00:00,0.03,0.0,0.39,0.01,
2016-05-21 02:00:00,0.04,0.0,0.39,0.01,
2016-05-21 03:00:00,0.0,0.0,0.38,0.01,
2016-05-21 04:00:00,0.06,0.0,0.39,0.01,
2016-05-21 05:00:00,0.0,0.0,0.37,0.01,
2016-05-21 06:00:00,0.03,0.0,0.4,0.0,
2016-05-21 07:00:00,0.06,0.0,0.35,0.02,
2016-05-21 08:00:00,0.31,0.0,0.39,0.16,
2016-05-21 09:00:00,0.79,0.0,0.21,0.45,
2016-05-21 10:00:00,5.34,0.0,3.05,3.27,
2016-05-21 11:00:00,15.5,0.0,9.5,10.28,
2016-05-21 12:00:00,23.87,0.0,14.54,15.27,
2016-05-21 13:00:00,17.94,0.0,10.49,10.5,
2016-05-21 14:00:00,20.4099,0.0,12.18,11.97,
2016-05-21 15:00:00,,0.0,,,
2016-05-21 16:00:00,19.59,0.0,8.18,10.23,
2016-05-21 17:00:00,16.25,0.0,8.91,7.69,
2016-05-21 18:00:00,8.7501,0.0,6.06,3.36,
2016-05-21 19:00:00,1.94,0.0,0.53,0.76,
2016-05-21 20:00:00,0.28,0.0,0.3,0.14,
2016-05-21 21:00:00,0.0,0.0,0.34,0.0,
2016-05-21 22:00:00,0.0,0.0,0.38,0.01,
2016-05-21 23:00:00,0.03,0.0,0.39,0.01,
2016-05-22 00:00:00,0.0,0.0,0.38,0.01,
2016-05-22 01:00:00,0.03,0.0,0.38,0.01,
2016-05-22 02:00:00,0.0,0.0,0.39,0.01,
2016-05-22 03:00:00,0.06,0.0,0.38,0.01,
2016-05-22 04:00:00,0.0,0.0,0.38,0.01,
2016-05-22 05:00:00,0.03,0.0,0.39,0.02,
2016-05-22 06:00:00,0.66,0.0,0.28,0.4,
2016-05-22 07:00:00,2.31,0.0,0.94,1.61,
2016-05-22 08:00:00,3.25,0.0,1.96,2.91,
2016-05-22 09:00:00,10.38,0.0,4.69,9.68,
2016-05-22 10:00:00,14.19,0.0,8.6,10.08,
2016-05-22 11:00:00,22.03,0.0,9.08,15.32,
2016-05-22 12:00:00,17.47,0.0,13.75,11.05,
2016-05-22 13:00:00,4.15,0.0,10.5,1.77,
2016-05-22 14:00:00,9.66,0.0,3.55,5.86,
2016-05-22 15:00:00,22.9,0.0,13.1,13.14,
2016-05-22 16:00:00,23.41,0.0,14.28,12.4,
2016-05-22 17:00:00,22.47,0.0,13.5,10.82,
2016-05-22 18:00:00,15.59,0.0,8.5,5.93,
2016-05-22 19:00:00,7.28,0.0,3.2,1.76,
2016-05-22 20:00:00,0.97,0.0,0.29,0.31,
2016-05-22 21:00:00,0.0,0.0,0.34,0.0,
2016-05-22 22:00:00,0.03,0.0,0.39,0.0,
2016-05-22 23:00:00,0.0,0.0,0.39,0.03,
2016-05-23 00:00:00,0.04,0.0,0.38,0.0,
2016-05-23 01:00:00,0.0,0.0,0.38,0.02,
2016-05-23 02:00:00,0.06,0.0,0.39,0.01,
2016-05-23 03:00:00,0.0,0.0,0.37,0.01,
2016-05-23 04:00:00,0.0,0.0,0.39,0.01,
2016-05-23 05:00:00,0.06,0.0,0.38,0.01,
2016-05-23 06:00:00,0.34,0.0,0.26,0.26,
2016-05-23 07:00:00,1.79,0.0,0.53,1.78,
2016-05-23 08:00:00,3.5,0.0,1.36,4.69,
2016-05-23 09:00:00,8.75,0.0,5.47,7.54,
2016-05-23 10:00:00,15.43,0.0,8.44,11.67,
2016-05-23 11:00:00,21.91,0.0,13.68,15.42,
2016-05-23 12:00:00,27.06,0.0,,,
2016-05-23 13:00:00,,0.0,,,
2016-05-23 14:00:00,,0.0,,,
2016-05-23 15:00:00,,0.0,15.47,16.0,
2016-05-23 16:00:00,23.22,0.0,14.05,11.5,
2016-05-23 17:00:00,21.66,0.0,12.16,11.72,
2016-05-23 18:00:00,11.62,0.0,7.28,5.07,
2016-05-23 19:00:00,6.88,0.0,3.13,1.76,
2016-05-23 20:00:00,1.06,0.0,0.35,0.5,
2016-05-23 21:00:00,0.0,0.0,0.28,0.0,
2016-05-23 22:00:00,0.03,0.0,0.37,0.0,
2016-05-23 23:00:00,0.0,0.0,0.36,0.0,
2016-05-24 00:00:00,0.0,0.0,0.33,0.01,
2016-05-24 01:00:00,0.03,0.0,0.39,0.0,
2016-05-24 02:00:00,0.03,0.0,0.27,0.02,
2016-05-24 03:00:00,0.03,0.0,0.3,0.0,
2016-05-24 04:00:00,0.0,0.0,0.37,0.01,
2016-05-24 05:00:00,0.03,0.0,0.33,0.01,
2016-05-24 06:00:00,0.26,0.0,0.24,0.14,
2016-05-24 07:00:00,0.99,0.0,0.29,1.26,
2016-05-24 08:00:00,4.03,0.0,1.26,2.55,
2016-05-24 09:00:00,8.16,0.0,3.91,7.43,
2016-05-24 10:00:00,13.66,0.0,6.53,10.09,
2016-05-24 11:00:00,18.87,0.0,11.06,13.15,
2016-05-24 12:00:00,16.97,0.0,7.13,11.78,
2016-05-24 13:00:00,5.88,0.0,0.21,4.09,
2016-05-24 14:00:00,8.84,0.0,5.73,5.0,
2016-05-24 15:00:00,4.31,0.0,1.21,2.3,
2016-05-24 16:00:00,11.28,0.0,8.41,6.0,
2016-05-24 17:00:00,9.0,0.0,5.22,5.13,
2016-05-24 18:00:00,7.6,0.0,3.86,2.98,
2016-05-24 19:00:00,5.9,0.0,3.55,2.49,
2016-05-24 20:00:00,0.88,0.0,0.39,0.44,
2016-05-24 21:00:00,0.0,0.0,0.35,0.0,
2016-05-24 22:00:00,0.03,0.0,0.38,0.0,
2016-05-24 23:00:00,0.0,0.0,0.39,0.0,
2016-05-25 00:00:00,0.0,0.0,0.3,0.02,
2016-05-25 01:00:00,0.03,0.0,0.31,0.01,
2016-05-25 02:00:00,0.0,0.0,0.36,0.01,
2016-05-25 03:00:00,0.03,0.0,0.35,0.01,
2016-05-25 04:00:00,0.0,0.0,0.35,0.01,
2016-05-25 05:00:00,0.07,0.0,0.34,0.01,
2016-05-25 06:00:00,0.34,0.0,0.14,0.21,
2016-05-25 07:00:00,1.01,0.0,0.51,0.95,
2016-05-25 08:00:00,3.63,0.0,1.73,2.46,
2016-05-25 09:00:00,6.62,0.0,3.11,4.23,
2016-05-25 10:00:00,8.07,0.0,4.76,4.92,
2016-05-25 11:00:00,16.5,0.0,11.86,10.82,
2016-05-25 12:00:00,15.3501,0.0,8.68,9.9201,
2016-05-25 13:00:00,20.7199,0.0,11.7,11.4599,
2016-05-25 14:00:00,,0.0,8.15,,
2016-05-25 15:00:00,14.09,0.0,13.43,8.14,
2016-05-25 16:00:00,16.3499,0.0,13.97,7.45,
2016-05-25 17:00:00,23.62,0.0,12.31,11.88,
2016-05-25 18:00:00,16.78,0.0,10.07,6.64,
2016-05-25 19:00:00,6.47,0.0,2.01,2.04,
2016-05-25 20:00:00,1.63,0.0,0.57,0.68,
2016-05-25 21:00:00,0.0,0.0,0.32,0.0,
2016-05-25 22:00:00,0.0,0.0,0.4,0.0,
2016-05-25 23:00:00,0.03,65.54,0.38,0.01,
2016-05-26 00:00:00,0.03,0.0,0.38,0.0,
2016-05-26 01:00:00,0.0,0.0,0.38,0.02,
2016-05-26 02:00:00,0.06,0.0,0.38,0.01,
2016-05-26 03:00:00,0.0,0.0,0.4,0.02,
2016-05-26 04:00:00,0.0,0.0,0.37,0.0,
2016-05-26 05:00:00,0.03,0.0,0.39,0.01,
2016-05-26 06:00:00,0.25,0.0,0.26,0.14,
2016-05-26 07:00:00,0.94,0.0,0.06,1.35,
2016-05-26 08:00:00,2.47,0.0,0.9,5.51,
2016-05-26 09:00:00,8.87,0.0,5.42,10.18,
2016-05-26 10:00:00,16.35,0.0,9.72,13.38,
2016-05-26 11:00:00,18.34,0.0,10.57,11.29,
2016-05-26 12:00:00,18.63,0.0,7.0,13.32,
2016-05-26 13:00:00,,0.0,14.66,,
2016-05-26 14:00:00,,0.0,,,
2016-05-26 15:00:00,,0.0,,,
2016-05-26 16:00:00,26.37,0.0,15.43,14.53,
2016-05-26 17:00:00,22.6601,0.0,10.63,11.46,
2016-05-26 18:00:00,10.97,0.0,4.33,5.15,
2016-05-26 19:00:00,2.03,0.0,0.57,1.19,
2016-05-26 20:00:00,0.69,0.0,0.54,0.38,
2016-05-26 21:00:00,0.0,0.0,0.34,0.0,
2016-05-26 22:00:00,0.03,0.0,0.38,0.0,
2016-05-26 23:00:00,0.03,0.0,0.39,0.0,
2016-05-27 00:00:00,0.0,0.0,0.38,0.02,
2016-05-27 01:00:00,0.03,0.0,0.38,0.01,
2016-05-27 02:00:00,0.03,0.0,0.38,0.01,
2016-05-27 03:00:00,0.0,0.0,0.39,0.01,
2016-05-27 04:00:00,0.03,0.0,0.39,0.02,
2016-05-27 05:00:00,0.03,0.0,0.38,0.0,
2016-05-27 06:00:00,0.25,0.0,0.29,0.16,
2016-05-27 07:00:00,1.29,0.0,0.32,1.51,
2016-05-27 08:00:00,3.37,0.0,0.9,5.37,
2016-05-27 09:00:00,9.97,0.0,5.47,10.5,
2016-05-27 10:00:00,16.91,0.0,10.17,13.67,
2016-05-27 11:00:00,19.62,0.0,12.4,13.58,
2016-05-27 12:00:00,14.19,0.0,13.26,11.44,
2016-05-27 13:00:00,27.69,0.0,,,
2016-05-27 14:00:00,27.3099,0.0,,15.8699,
2016-05-27 15:00:00,,0.0,,15.99,
2016-05-27 16:00:00,13.4701,0.0,15.31,7.15,
2016-05-27 17:00:00,14.13,0.0,9.1,6.95,
2016-05-27 18:00:00,14.34,0.0,8.71,5.52,
2016-05-27 19:00:00,7.19,0.0,2.3,2.37,
2016-05-27 20:00:00,0.68,0.0,0.22,0.31,
2016-05-27 21:00:00,0.04,0.0,0.32,0.0,
2016-05-27 22:00:00,0.0,0.0,0.39,0.0,
2016-05-27 23:00:00,0.0,0.0,0.39,0.01,
2016-05-28 00:00:00,0.0,0.0,0.38,0.0,
2016-05-28 01:00:00,0.06,0.0,0.39,0.01,
2016-05-28 02:00:00,0.0,0.0,0.38,0.02,
2016-05-28 03:00:00,0.03,0.0,0.38,0.01,
2016-05-28 04:00:00,0.0,0.0,0.39,0.01,
2016-05-28 05:00:00,0.03,0.0,0.38,0.01,
2016-05-28 06:00:00,0.5,0.0,0.19,0.33,
2016-05-28 07:00:00,1.47,0.0,0.32,1.73,
2016-05-28 08:00:00,2.87,0.0,1.58,4.89,
2016-05-28 09:00:00,9.13,0.0,5.29,9.95,
2016-05-28 10:00:00,15.34,0.0,9.6,12.39,
2016-05-28 11:00:00,20.6,0.0,13.0,15.4,
2016-05-28 12:00:00,24.93,0.0,15.04,15.25,
2016-05-28 13:00:00,27.04,0.0,,,
2016-05-28 14:00:00,,0.0,,,
2016-05-28 15:00:00,,0.0,,15.84,
2016-05-28 16:00:00,25.5,0.0,14.63,13.62,
2016-05-28 17:00:00,21.37,0.0,12.17,10.37,
2016-05-28 18:00:00,14.72,0.0,7.94,5.7,
2016-05-28 19:00:00,7.03,0.0,3.0,1.82,
2016-05-28 20:00:00,1.13,0.0,0.26,0.36,
2016-05-28 21:00:00,0.03,0.0,0.34,0.01,
2016-05-28 22:00:00,0.0,0.0,0.37,0.0,
2016-05-28 23:00:00,0.0,0.0,0.39,0.0,
2016-05-29 00:00:00,0.03,0.0,0.39,0.02,
2016-05-29 01:00:00,0.03,0.0,0.39,0.0,
2016-05-29 02:00:00,0.0,0.0,0.37,0.01,
2016-05-29 03:00:00,0.03,0.0,0.39,0.03,
2016-05-29 04:00:00,0.0,0.0,0.39,0.0,
2016-05-29 05:00:00,0.07,0.0,0.38,0.01,
2016-05-29 06:00:00,0.34,0.0,0.24,0.22,
2016-05-29 07:00:00,1.34,0.0,0.08,1.53,
2016-05-29 08:00:00,2.6,0.0,1.1,5.44,
2016-05-29 09:00:00,8.56,0.0,5.35,9.67,
2016-05-29 10:00:00,15.84,0.0,9.64,13.12,
2016-05-29 11:00:00,21.57,0.0,12.79,15.45,
2016-05-29 12:00:00,25.25,0.0,14.56,,
2016-05-29 13:00:00,26.87,0.0,15.33,,
2016-05-29 14:00:00,26.81,0.0,14.69,,
2016-05-29 15:00:00,20.91,0.0,9.94,12.38,
2016-05-29 16:00:00,19.91,0.0,11.22,11.33,
2016-05-29 17:00:00,19.03,0.0,10.23,9.74,
2016-05-29 18:00:00,8.12,0.0,3.64,3.99,
2016-05-29 19:00:00,2.35,0.0,0.74,1.31,
2016-05-29 20:00:00,0.4,0.0,0.25,0.24,
2016-05-29 21:00:00,0.0,0.0,0.34,0.0,
2016-05-29 22:00:00,0.0,0.0,0.38,0.0,
2016-05-29 23:00:00,0.03,0.0,0.39,0.01,
2016-05-30 00:00:00,0.04,0.0,0.39,0.0,
2016-05-30 01:00:00,0.03,0.0,0.38,0.01,
2016-05-30 02:00:00,0.0,0.0,0.39,0.01,
2016-05-30 03:00:00,0.03,0.0,0.38,0.01,
2016-05-30 04:00:00,0.03,0.0,0.39,0.02,
2016-05-30 05:00:00,0.0,0.0,0.37,0.01,
2016-05-30 06:00:00,0.25,0.0,0.31,0.11,
2016-05-30 07:00:00,1.12,0.0,0.03,1.46,
2016-05-30 08:00:00,2.57,0.0,0.91,5.42,
2016-05-30 09:00:00,8.56,0.0,5.27,9.7,
2016-05-30 10:00:00,15.84,0.0,9.47,13.17,
2016-05-30 11:00:00,21.75,0.0,12.6,15.66,
2016-05-30 12:00:00,25.63,0.0,15.27,,
2016-05-30 13:00:00,,0.0,,,
2016-05-30 14:00:00,,0.0,,,
2016-05-30 15:00:00,24.97,0.0,,14.13,
2016-05-30 16:00:00,24.1,0.0,14.76,12.71,
2016-05-30 17:00:00,19.87,0.0,11.5,9.74,
2016-05-30 18:00:00,14.31,0.0,8.32,5.94,
2016-05-30 19:00:00,6.19,0.0,2.06,2.02,
2016-05-30 20:00:00,1.19,0.0,0.19,0.5,
2016-05-30 21:00:00,0.03,0.0,0.32,0.0,
2016-05-30 22:00:00,0.0,0.0,0.38,0.0,
2016-05-30 23:00:00,0.0,0.0,0.4,0.01,
2016-05-31 00:00:00,0.06,0.0,0.38,0.02,
2016-05-31 01:00:00,0.0,0.0,0.38,0.0,
2016-05-31 02:00:00,0.03,0.0,0.39,0.01,
