timestamp,sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,month,day_of_week
2007-07-07,214.044,0.14864166666666667,0.0,0.446,0.0,0.0,0.118,345470.6,5810.2,997.0,3047.0,10177.0,7,5
2007-07-08,196.92,0.13674999999999998,0.0,0.506,0.0,0.092,0.114,346088.01,4736.6,1825.0,2831.0,5277.0,7,6
2007-07-09,172.422,0.1197375,0.0,0.524,0.092,0.088,0.102,346489.41,5063.4,923.0,594.0,9386.0,7,0
2007-07-10,176.244,0.12239166666666666,0.0,0.742,0.088,0.248,0.108,345575.6,4012.0,67.0,2227.0,4631.0,7,1
2007-07-11,153.856,0.10684444444444444,0.0,0.352,0.172,0.116,0.1,347083.25,3167.2,1015.0,647.0,5284.0,7,2
2007-07-12,209.098,0.14520694444444446,0.0,0.686,0.116,0.27,0.114,346701.05,4656.4,1029.0,2550.0,6419.0,7,3
2007-07-13,206.694,0.14353749999999998,0.0,0.546,0.27,0.068,0.12,346830.92,3529.2,0.0,633.0,4427.0,7,4
2007-07-14,258.45,0.17947916666666666,0.0,0.718,0.066,0.218,0.166,347460.31,5607.4,3775.0,1968.0,6604.0,7,5
2007-07-15,233.182,0.17800152671755723,0.0,0.96,0.218,0.088,0.188,315181.48,4050.0,862.0,632.0,5585.0,7,6
2007-07-16,233.96,0.16247222222222224,0.0,0.678,0.09,0.0,0.176,340570.42,3831.2,830.0,695.0,4176.0,7,0
2007-07-17,176.088,0.12228333333333333,0.0,0.37,0.0,0.096,0.1,338027.41,3277.8,848.0,694.0,3335.0,7,1
2007-07-18,156.514,0.10869027777777779,0.0,0.336,0.096,0.096,0.082,332767.05,3437.0,909.0,671.0,4628.0,7,2
2007-07-19,187.012,0.12986944444444445,0.0,0.666,0.098,0.0,0.098,337337.08,3087.2,1068.0,703.0,3130.0,7,3
2007-07-20,223.118,0.15494305555555554,0.0,0.742,0.0,0.086,0.114,339219.22,4970.4,2111.0,2418.0,4765.0,7,4
2007-07-21,236.158,0.1639986111111111,0.0,1.092,0.086,0.102,0.12,337329.54,4739.8,428.0,512.0,7756.0,7,5
2007-07-22,218.246,0.15166504517025714,0.0,0.908,0.102,0.206,0.114,339551.81,6082.0,7091.0,2136.0,5563.0,7,6
2007-07-23,143.77,0.09984027777777779,0.0,0.756,0.212,0.094,0.082,337681.25,4429.4,1747.0,1288.0,3847.0,7,0
2007-07-24,112.81,0.07834027777777777,0.0,0.314,0.0,0.0,0.082,338922.78,3673.4,0.0,1607.0,5599.0,7,1
2007-07-25,108.234,0.0751625,0.0,0.224,0.0,0.0,0.088,339323.11,2130.2,0.0,151.0,2333.0,7,2
2007-07-26,115.092,0.079925,0.0,0.538,0.0,0.0,0.086,338318.96,4087.0,975.0,3633.0,4346.0,7,3
2007-07-27,120.456,0.08365,0.0,0.462,0.0,0.124,0.084,339197.3,5217.6,1837.0,49.0,7157.0,7,4
2007-07-28,178.73,0.12411805555555555,0.0,0.964,0.08,0.0,0.119,339130.42,7116.0,907.0,10265.0,6559.0,7,5
2007-07-29,118.576,0.08234444444444444,0.0,0.23,0.0,0.0,0.096,339425.33,1488.2,0.0,0.0,1288.0,7,6
2007-07-30,129.492,0.08992499999999999,0.0,0.372,0.0,0.112,0.098,339163.53,2112.8,0.0,0.0,2528.0,7,0
2007-07-31,145.786,0.10124027777777778,0.0,0.456,0.0,0.0,0.1,338277.33,3603.6,3277.0,0.0,3575.0,7,1
2007-08-01,142.556,0.10046229739252996,0.0,0.252,0.0,0.0,0.104,333478.02,4616.6,1583.0,0.0,9812.0,8,2
2007-08-02,144.954,0.1006625,0.0,0.384,0.0,0.142,0.1,338193.49,4445.4,482.0,0.0,6869.0,8,3
2007-08-03,125.388,0.087075,0.0,0.23,0.142,0.196,0.096,337659.27,4618.4,958.0,0.0,9139.0,8,4
2007-08-04,139.226,0.09668472222222223,0.0,0.26,0.196,0.0,0.1,338770.4,4971.4,552.0,398.0,7966.0,8,5
2007-08-05,151.254,0.10503749999999999,0.0,0.232,0.0,0.122,0.105,338565.99,3509.0,169.0,0.0,6647.0,8,6
2007-08-06,154.434,0.10724583333333333,0.0,0.234,0.122,0.08,0.106,337971.95,4776.6,1096.0,0.0,7985.0,8,0
2007-08-07,131.182,0.0910986111111111,0.0,0.406,0.08,0.086,0.092,337757.59,6373.4,437.0,2168.0,9042.0,8,1
2007-08-08,119.096,0.08270555555555556,0.0,0.262,0.092,0.0,0.092,337697.82,4868.0,1055.0,1111.0,9660.0,8,2
2007-08-09,109.474,0.07602361111111111,0.0,0.278,0.0,0.184,0.09,337268.72,4712.2,182.0,4515.0,6646.0,8,3
2007-08-10,117.656,0.08170555555555556,0.0,0.444,0.218,0.134,0.094,337663.89,4506.8,336.0,2651.0,8287.0,8,4
2007-08-11,115.77,0.08039583333333333,0.0,0.284,0.138,0.068,0.094,338371.46,4731.4,1180.0,910.0,10339.0,8,5
2007-08-12,127.776,0.08873333333333333,0.0,0.34,0.068,0.198,0.096,339357.39,5389.6,1123.0,1156.0,8582.0,8,6
2007-08-13,130.94,0.09093055555555556,0.0,0.27,0.182,0.0,0.1,338711.86,4966.2,93.0,476.0,11101.0,8,0
2007-08-14,132.01,0.09167361111111111,0.0,0.332,0.0,0.23,0.101,341390.0,4110.0,951.0,685.0,6256.0,8,1
2007-08-15,159.764,0.11094722222222222,0.0,0.552,0.224,0.142,0.122,345590.51,5100.6,338.0,508.0,9787.0,8,2
2007-08-16,131.532,0.09134166666666667,0.0,0.262,0.142,0.14,0.108,345222.23,4095.2,962.0,0.0,7476.0,8,3
2007-08-17,127.388,0.0884638888888889,0.0,0.252,0.136,0.106,0.106,346311.43,4293.4,244.0,0.0,7769.0,8,4
2007-08-18,119.24,0.08280555555555555,0.0,0.246,0.108,0.102,0.104,347442.67,1553.6,0.0,0.0,1830.0,8,5
2007-08-19,160.018,0.11112361111111112,0.0,0.562,0.13,0.11,0.118,345533.28,6137.2,1025.0,8912.0,5989.0,8,6
2007-08-20,155.88,0.10825,0.0,0.654,0.114,0.124,0.122,347473.0,5707.2,1032.0,6965.0,7383.0,8,0
2007-08-21,157.308,0.10924166666666667,0.0,0.586,0.156,0.138,0.121,346425.2,2824.0,0.0,38.0,3296.0,8,1
2007-08-22,154.288,0.10714444444444446,0.0,0.442,0.114,0.242,0.108,346776.94,5142.6,3048.0,1836.0,7241.0,8,2
2007-08-23,157.954,0.10969027777777779,0.0,0.55,0.238,0.276,0.114,346532.12,4795.6,2502.0,259.0,5342.0,8,3
2007-08-24,262.692,0.1825517720639333,0.0,0.734,0.382,0.398,0.148,346071.79,7106.6,1891.0,3782.0,9944.0,8,4
2007-08-25,272.548,0.18926944444444443,0.0,0.612,0.292,0.124,0.188,345398.15,5117.4,4149.0,2191.0,5678.0,8,5
2007-08-26,299.388,0.2079083333333333,0.0,0.744,0.124,0.124,0.206,345529.32,5778.2,1541.0,3645.0,5658.0,8,6
2007-08-27,299.084,0.20769722222222223,0.0,0.466,0.124,0.26,0.22,345489.96,5315.4,2305.0,1229.0,6344.0,8,0
2007-08-28,181.114,0.12577361111111113,0.0,0.436,0.258,0.106,0.12,344951.82,4314.4,1038.0,2468.0,5483.0,8,1
2007-08-29,175.426,0.1218236111111111,0.0,0.534,0.0,0.0,0.122,346672.79,3282.6,957.0,562.0,4932.0,8,2
2007-08-30,191.048,0.13267222222222222,0.0,0.572,0.0,0.132,0.124,346425.37,5190.2,3822.0,2580.0,4221.0,8,3
2007-08-31,187.256,0.1300388888888889,0.0,0.572,0.182,0.274,0.122,345579.41,5455.4,1200.0,666.0,8738.0,8,4
2007-09-01,289.846,0.20128194444444444,0.0,0.902,0.272,0.16,0.192,344672.27,7294.2,2497.0,569.0,9733.0,9,5
2007-09-02,231.598,0.16083194444444446,0.0,0.872,0.156,0.052,0.14,345665.28,7224.8,3613.0,1617.0,8806.0,9,6
2007-09-03,188.422,0.1308486111111111,0.0,0.694,0.052,0.112,0.11,345053.3,4508.2,621.0,2515.0,5323.0,9,0
2007-09-04,179.626,0.12474027777777778,0.0,0.448,0.112,0.104,0.112,345109.92,6848.6,2928.0,3501.0,9821.0,9,1
2007-09-05,148.864,0.10337777777777778,0.0,0.422,0.11,0.134,0.096,344373.35,5324.6,0.0,4144.0,6705.0,9,2
2007-09-06,172.026,0.11946250000000001,0.0,0.442,0.146,0.116,0.11,344649.67,3963.2,0.0,3888.0,3461.0,9,3
2007-09-07,181.738,0.12620694444444444,0.0,0.568,0.116,0.354,0.106,344205.65,5770.4,3632.0,551.0,9388.0,9,4
2007-09-08,186.33,0.12939583333333335,0.0,0.584,0.358,0.112,0.102,345211.84,6324.4,3339.0,1801.0,9164.0,9,5
2007-09-09,209.152,0.14524444444444443,0.0,0.59,0.112,0.12,0.118,344047.89,7277.8,2184.0,4438.0,9233.0,9,6
2007-09-10,177.498,0.1232625,0.0,0.39,0.12,0.122,0.112,344719.67,4843.8,935.0,595.0,5613.0,9,0
2007-09-11,151.764,0.10539166666666668,0.0,0.634,0.12,0.228,0.1,345703.67,4251.0,943.0,550.0,5792.0,9,1
2007-09-12,171.794,0.1193013888888889,0.0,0.51,0.248,0.108,0.108,345621.68,5558.4,0.0,3217.0,7755.0,9,2
2007-09-13,165.958,0.11524861111111111,0.0,0.576,0.104,0.11,0.094,344606.16,4988.8,1175.0,2523.0,3853.0,9,3
2007-09-14,183.126,0.12717083333333334,0.0,0.514,0.112,0.0,0.112,344594.73,4960.4,901.0,676.0,5804.0,9,4
2007-09-15,184.466,0.1281013888888889,0.0,0.694,0.0,0.222,0.112,345602.84,4720.6,0.0,1449.0,6464.0,9,5
2007-09-16,192.352,0.13357777777777777,0.0,0.836,0.094,0.08,0.118,344967.07,7151.4,3118.0,3064.0,9310.0,9,6
2007-09-17,202.314,0.14049583333333332,0.0,0.752,0.11,0.19,0.108,344469.31,6355.4,6651.0,926.0,6279.0,9,0
2007-09-18,147.132,0.102175,0.0,0.572,0.19,0.0,0.088,343095.37,5058.4,1888.0,2029.0,5425.0,9,1
2007-09-19,151.794,0.1054125,0.0,0.528,0.0,0.0,0.094,346039.5,5592.0,0.0,2743.0,7937.0,9,2
2007-09-20,132.908,0.09229722222222221,0.0,0.34,0.0,0.104,0.082,345189.58,5358.2,1056.0,489.0,9996.0,9,3
2007-09-21,152.834,0.10613472222222223,0.0,0.504,0.104,0.336,0.092,344709.31,5375.0,3130.0,2745.0,6316.0,9,4
2007-09-22,183.432,0.12738333333333332,0.0,0.712,0.196,0.088,0.1,344855.57,5061.8,944.0,1311.0,7688.0,9,5
2007-09-23,242.974,0.16873194444444445,0.0,0.642,0.09,0.0,0.18,344880.62,6163.2,2831.0,1929.0,7382.0,9,6
2007-09-24,197.624,0.13723888888888888,0.0,0.726,0.0,0.084,0.114,343584.87,5873.4,929.0,3935.0,7955.0,9,0
2007-09-25,130.078,0.09033194444444445,0.0,0.458,0.084,0.0,0.074,342863.44,7497.2,916.0,2253.0,9820.0,9,1
2007-09-26,168.628,0.11726564673157162,0.0,0.602,0.0,0.048,0.088,344292.53,7732.2,1058.0,9415.0,5661.0,9,2
2007-09-27,150.71,0.10465972222222222,0.0,0.676,0.0,0.09,0.082,344976.56,5872.0,1066.0,643.0,7324.0,9,3
2007-09-28,222.718,0.15466527777777778,0.0,0.744,0.086,0.23,0.092,344825.9,7191.6,996.0,3722.0,9952.0,9,4
2007-09-29,182.122,0.12647361111111113,0.0,0.446,0.204,0.06,0.107,344361.76,9782.2,4085.0,7457.0,8190.0,9,5
2007-09-30,163.588,0.11360277777777777,0.0,0.556,0.06,0.0,0.098,345693.29,6411.6,1405.0,582.0,10225.0,9,6
2007-10-01,146.734,0.10189861111111112,0.0,0.362,0.0,0.07,0.077,344505.48,7306.2,1507.0,6622.0,5960.0,10,0
2007-10-02,161.828,0.11238055555555555,0.0,0.46,0.07,0.048,0.084,343431.06,9322.6,508.0,8022.0,12815.0,10,1
2007-10-03,157.738,0.10954027777777778,0.0,0.474,0.05,0.2,0.072,344535.94,5472.0,979.0,5024.0,3692.0,10,2
2007-10-04,138.448,0.09614444444444445,0.0,0.546,0.196,0.05,0.07,344455.31,6414.6,2400.0,444.0,9710.0,10,3
2007-10-05,150.636,0.10460833333333333,0.0,0.656,0.102,0.076,0.068,343911.04,5889.2,0.0,351.0,9425.0,10,4
2007-10-06,186.192,0.1293,0.0,0.634,0.076,0.0,0.072,343268.23,7441.4,4840.0,347.0,9666.0,10,5
2007-10-07,153.178,0.10637361111111111,0.0,0.506,0.0,0.0,0.086,343909.84,8939.4,2498.0,8255.0,10886.0,10,6
2007-10-08,121.896,0.08465,0.0,0.572,0.046,0.094,0.076,344299.03,4652.8,0.0,420.0,5082.0,10,0
2007-10-09,159.802,0.1109736111111111,0.0,0.75,0.094,0.0,0.081,343985.97,7174.6,2034.0,2147.0,9290.0,10,1
2007-10-10,132.752,0.09218888888888889,0.0,0.406,0.0,0.098,0.088,344766.47,5023.6,1863.0,2117.0,3345.0,10,2
2007-10-11,153.108,0.106325,0.0,0.488,0.094,0.236,0.084,343359.58,7357.0,2630.0,414.0,7806.0,10,3
2007-10-12,137.984,0.09582222222222223,0.0,0.578,0.17,0.0,0.08,343413.09,8160.6,1020.0,5028.0,11659.0,10,4
2007-10-13,125.204,0.08694722222222222,0.0,0.472,0.0,0.108,0.07,343822.19,8209.0,969.0,3799.0,8463.0,10,5
2007-10-14,150.05,0.1042013888888889,0.0,0.718,0.108,0.0,0.076,344305.49,8753.4,2930.0,7494.0,7126.0,10,6
2007-10-15,118.182,0.08207083333333333,0.0,0.518,0.0,0.058,0.074,344581.5,5359.6,1061.0,339.0,7654.0,10,0
2007-10-16,185.414,0.1287597222222222,0.0,0.69,0.058,0.112,0.094,343962.17,8385.4,0.0,7871.0,9876.0,10,1
2007-10-17,136.4,0.09472222222222222,0.0,0.646,0.116,0.06,0.086,344436.67,6677.2,1065.0,453.0,8968.0,10,2
2007-10-18,122.5,0.08506944444444445,0.0,0.472,0.06,0.046,0.072,345312.41,6384.6,1162.0,317.0,9864.0,10,3
2007-10-19,121.478,0.08435972222222222,0.0,0.638,0.0,0.052,0.072,345099.13,8788.6,1299.0,3124.0,11648.0,10,4
2007-10-20,139.544,0.09690555555555556,0.0,0.408,0.0,0.07,0.07,348227.74,6933.2,2363.0,296.0,13225.0,10,5
2007-10-21,154.028,0.10696388888888889,0.0,0.522,0.174,0.21,0.088,347746.67,8210.4,3712.0,4357.0,7313.0,10,6
2007-10-22,116.41,0.08084027777777777,0.0,0.432,0.21,0.226,0.06,346385.38,6920.4,0.0,299.0,13027.0,10,0
2007-10-23,127.484,0.08865368567454798,0.0,0.588,0.226,0.184,0.076,346891.41,8214.0,1067.0,5186.0,10680.0,10,1
2007-10-24,146.782,0.10193194444444445,0.0,0.444,0.232,0.092,0.094,346763.91,7881.4,4459.0,364.0,9115.0,10,2
2007-10-25,132.2,0.09180555555555554,0.0,0.412,0.09,0.162,0.09,346280.59,7795.6,1478.0,2433.0,7385.0,10,3
2007-10-26,109.676,0.07616388888888889,0.0,0.328,0.232,0.066,0.066,346580.43,6286.8,0.0,348.0,5766.0,10,4
2007-10-27,109.186,0.07582361111111112,0.0,0.474,0.066,0.118,0.072,345889.74,7645.2,1374.0,4856.0,8949.0,10,5
2007-10-28,92.298,0.06409583333333334,0.0,0.276,0.116,0.092,0.069,346847.12,2138.8,0.0,283.0,1765.0,10,6
2007-10-29,86.998,0.06041527777777778,0.0,0.386,0.092,0.228,0.06,347318.36,2267.2,0.0,269.0,2749.0,10,0
2007-10-30,89.84,0.06238888888888889,0.0,0.57,0.23,0.0,0.058,346501.33,3386.0,0.0,1935.0,4256.0,10,1
2007-10-31,107.2,0.07444444444444445,0.0,0.744,0.054,0.104,0.066,346088.13,5389.0,0.0,4700.0,8915.0,10,2
2007-11-01,85.046,0.05905972222222223,0.0,0.346,0.098,0.082,0.0,346951.3,2067.8,0.0,293.0,1991.0,11,3
2007-11-02,93.362,0.06483472222222222,0.0,0.294,0.084,0.0,0.058,344662.54,6051.8,1346.0,2115.0,12245.0,11,4
2007-11-03,88.124,0.06119722222222222,0.0,0.316,0.0,0.114,0.06,345874.33,2065.4,0.0,282.0,1936.0,11,5
2007-11-04,138.802,0.09639027777777777,0.0,0.454,0.114,0.0,0.094,345895.95,6313.0,0.0,4387.0,7068.0,11,6
2007-11-05,131.35,0.09121527777777777,0.0,0.47,0.08,0.0,0.088,345109.12,6330.6,1265.0,397.0,6583.0,11,0
2007-11-06,200.526,0.13925416666666668,0.0,0.67,0.0,0.0,0.12,343730.82,8855.8,1105.0,5515.0,10690.0,11,1
2007-11-07,193.52,0.1343888888888889,0.0,0.542,0.0,0.0,0.11,344973.47,7892.8,5042.0,301.0,6374.0,11,2
2007-11-08,134.698,0.09354027777777778,0.0,0.506,0.0,0.104,0.082,346683.81,6386.4,1715.0,314.0,6500.0,11,3
2007-11-09,113.242,0.07864027777777778,0.0,0.594,0.108,0.0,0.078,343750.23,9168.8,0.0,4573.0,15375.0,11,4
2007-11-10,237.652,0.1650361111111111,0.0,0.638,0.0,0.222,0.123,344318.99,11098.0,3697.0,304.0,13767.0,11,5
2007-11-11,185.61,0.12889583333333335,0.0,0.544,0.382,0.192,0.112,345974.78,7978.4,3445.0,320.0,6024.0,11,6
2007-11-12,137.468,0.09546388888888888,0.0,0.652,0.192,0.0,0.074,345348.85,9031.6,1018.0,4165.0,13281.0,11,0
2007-11-13,140.952,0.09788333333333334,0.0,0.484,0.0,0.074,0.086,347217.09,9293.0,978.0,4933.0,11076.0,11,1
2007-11-14,141.59,0.0983263888888889,0.0,0.612,0.072,0.048,0.088,345522.28,8554.6,1055.0,295.0,16345.0,11,2
2007-11-15,133.066,0.09240694444444444,0.0,0.584,0.05,0.0,0.064,345578.39,6330.8,1606.0,571.0,7503.0,11,3
2007-11-16,123.978,0.08609583333333333,0.0,0.616,0.0,0.046,0.074,347016.26,9674.0,1991.0,4660.0,13564.0,11,4
2007-11-17,168.03,0.1166875,0.0,0.836,0.048,0.302,0.087,346468.93,10942.4,2588.0,2199.0,14990.0,11,5
2007-11-18,161.762,0.11233472222222222,0.0,0.76,0.392,0.114,0.088,348855.06,9140.6,5201.0,2097.0,7066.0,11,6
2007-11-19,112.03,0.07779861111111111,0.0,0.47,0.114,0.0,0.076,349583.55,7209.0,1089.0,253.0,10750.0,11,0
2007-11-20,124.832,0.08668888888888888,0.0,0.554,0.0,0.106,0.074,347527.91,8770.2,1015.0,3954.0,11026.0,11,1
2007-11-21,131.48,0.09136900625434329,0.0,0.476,0.106,0.214,0.07,347513.84,7360.4,1139.0,549.0,9455.0,11,2
2007-11-22,143.108,0.09938055555555556,0.0,0.65,0.218,0.08,0.082,347853.67,8145.0,2867.0,297.0,9001.0,11,3
2007-11-23,138.912,0.09646666666666667,0.0,0.5,0.082,0.0,0.078,346640.21,10570.6,2168.0,6181.0,13685.0,11,4
2007-11-24,150.512,0.10452222222222222,0.0,0.672,0.088,0.0,0.088,348195.95,7938.2,1573.0,4131.0,13451.0,11,5
2007-11-25,122.776,0.08526111111111111,0.0,0.544,0.0,0.078,0.078,349432.07,5884.8,3556.0,279.0,5678.0,11,6
2007-11-26,117.05,0.08128472222222222,0.0,0.442,0.082,0.332,0.064,347207.75,6626.0,1088.0,288.0,8926.0,11,0
2007-11-27,139.994,0.09721805555555556,0.0,0.658,0.334,0.0,0.078,347502.38,11745.0,1063.0,11020.0,15111.0,11,1
2007-11-28,115.44200000000001,0.08016805555555556,0.0,0.6,0.048,0.226,0.066,349768.52,6876.8,1182.0,769.0,7810.0,11,2
2007-11-29,118.71,0.08249478804725503,0.0,0.466,0.226,0.062,0.068,349289.97,7221.6,2031.0,283.0,8818.0,11,3
2007-11-30,147.28,0.10227777777777777,0.0,0.526,0.062,0.204,0.078,350622.36,9730.4,0.0,7941.0,13601.0,11,4
2007-12-01,288.892,0.20061944444444443,0.0,0.826,0.102,0.392,0.159,345983.16,13235.8,9356.0,353.0,17847.0,12,5
2007-12-02,325.082,0.22575138888888888,0.0,0.79,0.396,0.08,0.206,346651.21,12410.8,2090.0,6915.0,10636.0,12,6
2007-12-03,131.914,0.09160694444444444,0.0,0.482,0.082,0.062,0.096,347154.61,7438.4,1141.0,299.0,10428.0,12,0
2007-12-04,145.016,0.10070555555555555,0.0,0.68,0.064,0.0,0.096,347811.81,8705.0,1012.0,5828.0,8561.0,12,1
2007-12-05,178.398,0.1238875,0.0,0.602,0.0,0.13,0.112,347368.15,9141.4,3422.0,295.0,10919.0,12,2
2007-12-06,161.936,0.11245555555555556,0.0,0.526,0.13,0.096,0.096,345182.54,10566.6,4751.0,318.0,11908.0,12,3
2007-12-07,147.64,0.10252777777777777,0.0,0.58,0.122,0.142,0.1,346566.31,7427.4,459.0,3710.0,10263.0,12,4
2007-12-08,154.34,0.10718055555555556,0.0,0.504,0.14,0.12,0.098,344966.3,9371.6,1133.0,2354.0,12283.0,12,5
2007-12-09,200.936,0.1395388888888889,0.0,0.832,0.12,0.046,0.112,345477.71,9650.2,4176.0,2428.0,8728.0,12,6
2007-12-10,125.012,0.08681388888888888,0.0,0.552,0.046,0.188,0.07,348341.52,7451.4,1102.0,278.0,8281.0,12,0
2007-12-11,133.698,0.09284583333333334,0.0,0.494,0.204,0.08,0.076,347702.74,9665.6,1050.0,3817.0,12740.0,12,1
2007-12-12,116.886,0.08117083333333333,0.0,0.646,0.078,0.0,0.078,349165.91,6611.2,1152.0,254.0,7759.0,12,2
2007-12-13,111.49,0.07742361111111111,0.0,0.362,0.0,0.096,0.086,348231.37,7804.2,1103.0,1448.0,8911.0,12,3
2007-12-14,179.55,0.1246875,0.0,0.648,0.09,0.29,0.108,348459.73,8291.2,980.0,3849.0,12941.0,12,4
2007-12-15,157.626,0.1094625,0.0,0.61,0.29,0.108,0.086,347444.13,11491.2,1706.0,3687.0,14313.0,12,5
2007-12-16,126.938,0.08815138888888889,0.0,0.64,0.056,0.064,0.072,349466.38,11508.8,3410.0,2281.0,12929.0,12,6
2007-12-17,105.098,0.07303544127866574,0.0,0.36,0.0,0.12,0.064,349138.46,7467.6,1636.0,243.0,10567.0,12,0
2007-12-18,144.08,0.10005555555555556,0.0,0.58,0.116,0.082,0.076,349833.58,10947.0,1123.0,5810.0,11093.0,12,1
2007-12-19,109.336,0.07592777777777777,0.0,0.346,0.082,0.0,0.064,349489.58,9121.6,1233.0,2658.0,11679.0,12,2
2007-12-20,119.434,0.08294027777777778,0.0,0.616,0.0,0.0,0.072,350161.83,8083.2,1859.0,276.0,13592.0,12,3
2007-12-21,106.47,0.0739375,0.0,0.46,0.0,0.126,0.078,349749.55,8227.8,1191.0,200.0,12251.0,12,4
2007-12-22,141.314,0.09813472222222222,0.0,0.604,0.13,0.062,0.086,348689.57,10934.6,3819.0,4550.0,12673.0,12,5
2007-12-23,176.272,0.12241111111111111,0.0,0.86,0.062,0.0,0.096,349283.43,10055.2,1971.0,3091.0,11962.0,12,6
2007-12-24,149.754,0.10399583333333333,0.0,0.856,0.0,0.108,0.078,349416.61,9431.6,2985.0,2316.0,14350.0,12,0
2007-12-25,151.812,0.105425,0.0,0.568,0.104,0.316,0.102,349892.45,11219.0,4588.0,3368.0,9084.0,12,1
2007-12-26,140.314,0.09744027777777778,0.0,0.574,0.304,0.0,0.08,349045.05,10693.6,1109.0,2773.0,9480.0,12,2
2007-12-27,190.582,0.1323486111111111,0.0,0.738,0.0,0.16,0.124,348640.72,10650.0,4122.0,1490.0,7960.0,12,3
2007-12-28,206.8,0.1436111111111111,0.0,0.622,0.164,0.224,0.133,348889.65,13004.0,1980.0,8554.0,15823.0,12,4
2007-12-29,199.892,0.13881388888888888,0.0,0.66,0.23,0.066,0.112,346392.96,13766.4,4836.0,2434.0,14906.0,12,5
2007-12-30,178.436,0.12391388888888889,0.0,0.538,0.066,0.216,0.1,348622.81,10750.6,3595.0,3597.0,13485.0,12,6
2007-12-31,145.536,0.10106666666666667,0.0,0.854,0.218,0.072,0.09,347176.5,9295.2,0.0,3457.0,14071.0,12,0
2008-01-01,142.508,0.09896388888888889,0.0,0.588,0.07,0.0,0.072,347092.81,11489.2,2461.0,2739.0,12355.0,1,1
2008-01-02,111.666,0.07754583333333333,0.0,0.386,0.0,0.2,0.08,349081.13,6869.4,0.0,3094.0,8987.0,1,2
2008-01-03,121.182,0.08415416666666667,0.0,0.586,0.136,0.13,0.074,350031.54,6338.4,1130.0,846.0,6671.0,1,3
2008-01-04,136.706,0.09493472222222221,0.0,0.688,0.132,0.0,0.088,347433.67,9669.8,1241.0,5326.0,11752.0,1,4
2008-01-05,129.464,0.08990555555555556,0.0,0.444,0.0,0.076,0.076,343905.04,9283.4,2113.0,286.0,14591.0,1,5
2008-01-06,116.958,0.08122083333333333,0.0,0.414,0.078,0.05,0.07,344746.5,7761.8,1966.0,2445.0,7824.0,1,6
2008-01-07,116.172,0.080675,0.0,0.432,0.05,0.05,0.066,346671.27,7078.0,1288.0,282.0,10294.0,1,0
2008-01-08,127.452,0.08850833333333333,0.0,0.494,0.05,0.09,0.068,346783.4,8625.6,2197.0,3511.0,9793.0,1,1
2008-01-09,125.336,0.08703888888888889,0.0,0.568,0.092,0.0,0.066,347412.44,7534.0,1162.0,284.0,8963.0,1,2
2008-01-10,120.504,0.08368333333333333,0.0,0.464,0.0,0.138,0.064,346762.28,8056.2,1307.0,285.0,9992.0,1,3
2008-01-11,95.484,0.06630833333333333,0.0,0.41,0.12,0.0,0.056,346190.47,7147.4,1261.0,290.0,7997.0,1,4
2008-01-12,162.724,0.11300277777777777,0.0,0.532,0.082,0.052,0.081,345542.66,12274.4,5594.0,2621.0,11116.0,1,5
2008-01-13,144.278,0.10026268241834607,0.0,0.508,0.056,0.0,0.082,345001.97,12158.6,6505.0,340.0,9362.0,1,6
2008-01-14,120.11,0.08340972222222222,0.0,0.376,0.0,0.046,0.07,346030.57,8661.0,5918.0,339.0,9738.0,1,0
2008-01-15,113.144,0.07857222222222222,0.0,0.566,0.048,0.076,0.068,346621.66,11363.4,782.0,6883.0,14512.0,1,1
2008-01-16,128.93,0.08953472222222222,0.0,0.64,0.076,0.054,0.072,346207.89,9100.2,1162.0,3430.0,9391.0,1,2
2008-01-17,116.718,0.08105416666666666,0.0,0.508,0.0,0.216,0.066,347944.31,6688.8,1007.0,350.0,8657.0,1,3
2008-01-18,119.29,0.08284027777777778,0.0,0.588,0.216,0.0,0.066,345503.42,9262.4,1034.0,846.0,14983.0,1,4
2008-01-19,134.982,0.0937375,0.0,0.5,0.0,0.0,0.082,345032.53,8393.6,2521.0,6054.0,8015.0,1,5
2008-01-20,138.614,0.09625972222222222,0.0,0.912,0.0,0.114,0.082,345520.14,7414.4,1775.0,380.0,4940.0,1,6
2008-01-21,122.4,0.085,0.0,0.492,0.114,0.062,0.08,344973.24,7947.4,0.0,376.0,10447.0,1,0
2008-01-22,143.462,0.09962638888888888,0.0,0.566,0.084,0.188,0.082,345736.48,9977.4,4670.0,7640.0,7552.0,1,1
2008-01-23,107.984,0.07498888888888888,0.0,0.36,0.236,0.0,0.068,346906.15,7949.2,1116.0,387.0,13359.0,1,2
2008-01-24,104.306,0.07243472222222222,0.0,0.34,0.0,0.066,0.066,346722.09,7038.6,1107.0,320.0,5935.0,1,3
2008-01-25,119.626,0.08307361111111111,0.0,0.638,0.066,0.0,0.064,346615.84,9423.4,0.0,2421.0,11409.0,1,4
2008-01-26,168.422,0.11695972222222221,0.0,0.866,0.0,0.054,0.076,345254.7,12048.0,4925.0,311.0,15606.0,1,5
2008-01-27,140.758,0.09774861111111112,0.0,0.498,0.052,0.058,0.074,347477.29,10058.2,3725.0,3818.0,7367.0,1,6
