sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,month,day_of_week
145.786,0.1012402777777777,0.0,0.456,0.0,0.0,0.1,338277.33,3603.6,3277.0,0.0,3575.0,7,1
142.556,0.1004622973925299,0.0,0.252,0.0,0.0,0.104,333478.02,4616.6,1583.0,0.0,9812.0,8,2
144.954,0.1006625,0.0,0.384,0.0,0.142,0.1,338193.49,4445.4,482.0,0.0,6869.0,8,3
125.388,0.087075,0.0,0.23,0.142,0.196,0.096,337659.27,4618.4,958.0,0.0,9139.0,8,4
139.226,0.0966847222222222,0.0,0.26,0.196,0.0,0.1,338770.4,4971.4,552.0,398.0,7966.0,8,5
151.254,0.1050374999999999,0.0,0.232,0.0,0.122,0.105,338565.99,3509.0,169.0,0.0,6647.0,8,6
154.434,0.1072458333333333,0.0,0.234,0.122,0.08,0.106,337971.95,4776.6,1096.0,0.0,7985.0,8,0
131.182,0.0910986111111111,0.0,0.406,0.08,0.086,0.092,337757.59,6373.4,437.0,2168.0,9042.0,8,1
119.096,0.0827055555555555,0.0,0.262,0.092,0.0,0.092,337697.82,4868.0,1055.0,1111.0,9660.0,8,2
109.474,0.0760236111111111,0.0,0.278,0.0,0.184,0.09,337268.72,4712.2,182.0,4515.0,6646.0,8,3
117.656,0.0817055555555555,0.0,0.444,0.218,0.134,0.094,337663.89,4506.8,336.0,2651.0,8287.0,8,4
115.77,0.0803958333333333,0.0,0.284,0.138,0.068,0.094,338371.46,4731.4,1180.0,910.0,10339.0,8,5
127.776,0.0887333333333333,0.0,0.34,0.068,0.198,0.096,339357.39,5389.6,1123.0,1156.0,8582.0,8,6
130.94,0.0909305555555555,0.0,0.27,0.182,0.0,0.1,338711.86,4966.2,93.0,476.0,11101.0,8,0
132.01,0.0916736111111111,0.0,0.332,0.0,0.23,0.101,341390.0,4110.0,951.0,685.0,6256.0,8,1
159.764,0.1109472222222222,0.0,0.552,0.224,0.142,0.122,345590.51,5100.6,338.0,508.0,9787.0,8,2
131.532,0.0913416666666666,0.0,0.262,0.142,0.14,0.108,345222.23,4095.2,962.0,0.0,7476.0,8,3
127.388,0.0884638888888889,0.0,0.252,0.136,0.106,0.106,346311.43,4293.4,244.0,0.0,7769.0,8,4
119.24,0.0828055555555555,0.0,0.246,0.108,0.102,0.104,347442.67,1553.6,0.0,0.0,1830.0,8,5
160.018,0.1111236111111111,0.0,0.562,0.13,0.11,0.118,345533.28,6137.2,1025.0,8912.0,5989.0,8,6
155.88,0.10825,0.0,0.654,0.114,0.124,0.122,347473.0,5707.2,1032.0,6965.0,7383.0,8,0
157.308,0.1092416666666666,0.0,0.586,0.156,0.138,0.121,346425.2,2824.0,0.0,38.0,3296.0,8,1
154.288,0.1071444444444444,0.0,0.442,0.114,0.242,0.108,346776.94,5142.6,3048.0,1836.0,7241.0,8,2
157.954,0.1096902777777777,0.0,0.55,0.238,0.276,0.114,346532.12,4795.6,2502.0,259.0,5342.0,8,3
262.692,0.1825517720639333,0.0,0.734,0.382,0.398,0.148,346071.79,7106.6,1891.0,3782.0,9944.0,8,4
272.548,0.1892694444444444,0.0,0.612,0.292,0.124,0.188,345398.15,5117.4,4149.0,2191.0,5678.0,8,5
299.388,0.2079083333333333,0.0,0.744,0.124,0.124,0.206,345529.32,5778.2,1541.0,3645.0,5658.0,8,6
299.084,0.2076972222222222,0.0,0.466,0.124,0.26,0.22,345489.96,5315.4,2305.0,1229.0,6344.0,8,0
181.114,0.1257736111111111,0.0,0.436,0.258,0.106,0.12,344951.82,4314.4,1038.0,2468.0,5483.0,8,1
175.426,0.1218236111111111,0.0,0.534,0.0,0.0,0.122,346672.79,3282.6,957.0,562.0,4932.0,8,2
191.048,0.1326722222222222,0.0,0.572,0.0,0.132,0.124,346425.37,5190.2,3822.0,2580.0,4221.0,8,3
187.256,0.1300388888888889,0.0,0.572,0.182,0.274,0.122,345579.41,5455.4,1200.0,666.0,8738.0,8,4
289.846,0.2012819444444444,0.0,0.902,0.272,0.16,0.192,344672.27,7294.2,2497.0,569.0,9733.0,9,5
231.598,0.1608319444444444,0.0,0.872,0.156,0.052,0.14,345665.28,7224.8,3613.0,1617.0,8806.0,9,6
188.422,0.1308486111111111,0.0,0.694,0.052,0.112,0.11,345053.3,4508.2,621.0,2515.0,5323.0,9,0
179.626,0.1247402777777777,0.0,0.448,0.112,0.104,0.112,345109.92,6848.6,2928.0,3501.0,9821.0,9,1
148.864,0.1033777777777777,0.0,0.422,0.11,0.134,0.096,344373.35,5324.6,0.0,4144.0,6705.0,9,2
172.026,0.1194625,0.0,0.442,0.146,0.116,0.11,344649.67,3963.2,0.0,3888.0,3461.0,9,3
181.738,0.1262069444444444,0.0,0.568,0.116,0.354,0.106,344205.65,5770.4,3632.0,551.0,9388.0,9,4
186.33,0.1293958333333333,0.0,0.584,0.358,0.112,0.102,345211.84,6324.4,3339.0,1801.0,9164.0,9,5
209.152,0.1452444444444444,0.0,0.59,0.112,0.12,0.118,344047.89,7277.8,2184.0,4438.0,9233.0,9,6
177.498,0.1232625,0.0,0.39,0.12,0.122,0.112,344719.67,4843.8,935.0,595.0,5613.0,9,0
151.764,0.1053916666666666,0.0,0.634,0.12,0.228,0.1,345703.67,4251.0,943.0,550.0,5792.0,9,1
171.794,0.1193013888888889,0.0,0.51,0.248,0.108,0.108,345621.68,5558.4,0.0,3217.0,7755.0,9,2
165.958,0.1152486111111111,0.0,0.576,0.104,0.11,0.094,344606.16,4988.8,1175.0,2523.0,3853.0,9,3
183.126,0.1271708333333333,0.0,0.514,0.112,0.0,0.112,344594.73,4960.4,901.0,676.0,5804.0,9,4
184.466,0.1281013888888889,0.0,0.694,0.0,0.222,0.112,345602.84,4720.6,0.0,1449.0,6464.0,9,5
192.352,0.1335777777777777,0.0,0.836,0.094,0.08,0.118,344967.07,7151.4,3118.0,3064.0,9310.0,9,6
202.314,0.1404958333333333,0.0,0.752,0.11,0.19,0.108,344469.31,6355.4,6651.0,926.0,6279.0,9,0
147.132,0.102175,0.0,0.572,0.19,0.0,0.088,343095.37,5058.4,1888.0,2029.0,5425.0,9,1
151.794,0.1054125,0.0,0.528,0.0,0.0,0.094,346039.5,5592.0,0.0,2743.0,7937.0,9,2
132.908,0.0922972222222222,0.0,0.34,0.0,0.104,0.082,345189.58,5358.2,1056.0,489.0,9996.0,9,3
152.834,0.1061347222222222,0.0,0.504,0.104,0.336,0.092,344709.31,5375.0,3130.0,2745.0,6316.0,9,4
183.432,0.1273833333333333,0.0,0.712,0.196,0.088,0.1,344855.57,5061.8,944.0,1311.0,7688.0,9,5
242.974,0.1687319444444444,0.0,0.642,0.09,0.0,0.18,344880.62,6163.2,2831.0,1929.0,7382.0,9,6
197.624,0.1372388888888888,0.0,0.726,0.0,0.084,0.114,343584.87,5873.4,929.0,3935.0,7955.0,9,0
130.078,0.0903319444444444,0.0,0.458,0.084,0.0,0.074,342863.44,7497.2,916.0,2253.0,9820.0,9,1
168.628,0.1172656467315716,0.0,0.602,0.0,0.048,0.088,344292.53,7732.2,1058.0,9415.0,5661.0,9,2
150.71,0.1046597222222222,0.0,0.676,0.0,0.09,0.082,344976.56,5872.0,1066.0,643.0,7324.0,9,3
222.718,0.1546652777777777,0.0,0.744,0.086,0.23,0.092,344825.9,7191.6,996.0,3722.0,9952.0,9,4
182.122,0.1264736111111111,0.0,0.446,0.204,0.06,0.107,344361.76,9782.2,4085.0,7457.0,8190.0,9,5
163.588,0.1136027777777777,0.0,0.556,0.06,0.0,0.098,345693.29,6411.6,1405.0,582.0,10225.0,9,6
146.734,0.1018986111111111,0.0,0.362,0.0,0.07,0.077,344505.48,7306.2,1507.0,6622.0,5960.0,10,0
161.828,0.1123805555555555,0.0,0.46,0.07,0.048,0.084,343431.06,9322.6,508.0,8022.0,12815.0,10,1
157.738,0.1095402777777777,0.0,0.474,0.05,0.2,0.072,344535.94,5472.0,979.0,5024.0,3692.0,10,2
138.448,0.0961444444444444,0.0,0.546,0.196,0.05,0.07,344455.31,6414.6,2400.0,444.0,9710.0,10,3
150.636,0.1046083333333333,0.0,0.656,0.102,0.076,0.068,343911.04,5889.2,0.0,351.0,9425.0,10,4
186.192,0.1293,0.0,0.634,0.076,0.0,0.072,343268.23,7441.4,4840.0,347.0,9666.0,10,5
153.178,0.1063736111111111,0.0,0.506,0.0,0.0,0.086,343909.84,8939.4,2498.0,8255.0,10886.0,10,6
121.896,0.08465,0.0,0.572,0.046,0.094,0.076,344299.03,4652.8,0.0,420.0,5082.0,10,0
159.802,0.1109736111111111,0.0,0.75,0.094,0.0,0.081,343985.97,7174.6,2034.0,2147.0,9290.0,10,1
132.752,0.0921888888888888,0.0,0.406,0.0,0.098,0.088,344766.47,5023.6,1863.0,2117.0,3345.0,10,2
153.108,0.106325,0.0,0.488,0.094,0.236,0.084,343359.58,7357.0,2630.0,414.0,7806.0,10,3
137.984,0.0958222222222222,0.0,0.578,0.17,0.0,0.08,343413.09,8160.6,1020.0,5028.0,11659.0,10,4
125.204,0.0869472222222222,0.0,0.472,0.0,0.108,0.07,343822.19,8209.0,969.0,3799.0,8463.0,10,5
150.05,0.1042013888888889,0.0,0.718,0.108,0.0,0.076,344305.49,8753.4,2930.0,7494.0,7126.0,10,6
118.182,0.0820708333333333,0.0,0.518,0.0,0.058,0.074,344581.5,5359.6,1061.0,339.0,7654.0,10,0
185.414,0.1287597222222222,0.0,0.69,0.058,0.112,0.094,343962.17,8385.4,0.0,7871.0,9876.0,10,1
136.4,0.0947222222222222,0.0,0.646,0.116,0.06,0.086,344436.67,6677.2,1065.0,453.0,8968.0,10,2
122.5,0.0850694444444444,0.0,0.472,0.06,0.046,0.072,345312.41,6384.6,1162.0,317.0,9864.0,10,3
121.478,0.0843597222222222,0.0,0.638,0.0,0.052,0.072,345099.13,8788.6,1299.0,3124.0,11648.0,10,4
139.544,0.0969055555555555,0.0,0.408,0.0,0.07,0.07,348227.74,6933.2,2363.0,296.0,13225.0,10,5
154.028,0.1069638888888888,0.0,0.522,0.174,0.21,0.088,347746.67,8210.4,3712.0,4357.0,7313.0,10,6
116.41,0.0808402777777777,0.0,0.432,0.21,0.226,0.06,346385.38,6920.4,0.0,299.0,13027.0,10,0
127.484,0.0886536856745479,0.0,0.588,0.226,0.184,0.076,346891.41,8214.0,1067.0,5186.0,10680.0,10,1
146.782,0.1019319444444444,0.0,0.444,0.232,0.092,0.094,346763.91,7881.4,4459.0,364.0,9115.0,10,2
132.2,0.0918055555555555,0.0,0.412,0.09,0.162,0.09,346280.59,7795.6,1478.0,2433.0,7385.0,10,3
109.676,0.0761638888888888,0.0,0.328,0.232,0.066,0.066,346580.43,6286.8,0.0,348.0,5766.0,10,4
109.186,0.0758236111111111,0.0,0.474,0.066,0.118,0.072,345889.74,7645.2,1374.0,4856.0,8949.0,10,5
92.298,0.0640958333333333,0.0,0.276,0.116,0.092,0.069,346847.12,2138.8,0.0,283.0,1765.0,10,6
86.998,0.0604152777777777,0.0,0.386,0.092,0.228,0.06,347318.36,2267.2,0.0,269.0,2749.0,10,0
89.84,0.0623888888888888,0.0,0.57,0.23,0.0,0.058,346501.33,3386.0,0.0,1935.0,4256.0,10,1
107.2,0.0744444444444444,0.0,0.744,0.054,0.104,0.066,346088.13,5389.0,0.0,4700.0,8915.0,10,2
85.046,0.0590597222222222,0.0,0.346,0.098,0.082,0.0,346951.3,2067.8,0.0,293.0,1991.0,11,3
93.362,0.0648347222222222,0.0,0.294,0.084,0.0,0.058,344662.54,6051.8,1346.0,2115.0,12245.0,11,4
88.124,0.0611972222222222,0.0,0.316,0.0,0.114,0.06,345874.33,2065.4,0.0,282.0,1936.0,11,5
138.802,0.0963902777777777,0.0,0.454,0.114,0.0,0.094,345895.95,6313.0,0.0,4387.0,7068.0,11,6
131.35,0.0912152777777777,0.0,0.47,0.08,0.0,0.088,345109.12,6330.6,1265.0,397.0,6583.0,11,0
200.526,0.1392541666666666,0.0,0.67,0.0,0.0,0.12,343730.82,8855.8,1105.0,5515.0,10690.0,11,1
193.52,0.1343888888888889,0.0,0.542,0.0,0.0,0.11,344973.47,7892.8,5042.0,301.0,6374.0,11,2
134.698,0.0935402777777777,0.0,0.506,0.0,0.104,0.082,346683.81,6386.4,1715.0,314.0,6500.0,11,3
113.242,0.0786402777777777,0.0,0.594,0.108,0.0,0.078,343750.23,9168.8,0.0,4573.0,15375.0,11,4
237.652,0.1650361111111111,0.0,0.638,0.0,0.222,0.123,344318.99,11098.0,3697.0,304.0,13767.0,11,5
185.61,0.1288958333333333,0.0,0.544,0.382,0.192,0.112,345974.78,7978.4,3445.0,320.0,6024.0,11,6
137.468,0.0954638888888888,0.0,0.652,0.192,0.0,0.074,345348.85,9031.6,1018.0,4165.0,13281.0,11,0
140.952,0.0978833333333333,0.0,0.484,0.0,0.074,0.086,347217.09,9293.0,978.0,4933.0,11076.0,11,1
141.59,0.0983263888888889,0.0,0.612,0.072,0.048,0.088,345522.28,8554.6,1055.0,295.0,16345.0,11,2
133.066,0.0924069444444444,0.0,0.584,0.05,0.0,0.064,345578.39,6330.8,1606.0,571.0,7503.0,11,3
123.978,0.0860958333333333,0.0,0.616,0.0,0.046,0.074,347016.26,9674.0,1991.0,4660.0,13564.0,11,4
168.03,0.1166875,0.0,0.836,0.048,0.302,0.087,346468.93,10942.4,2588.0,2199.0,14990.0,11,5
161.762,0.1123347222222222,0.0,0.76,0.392,0.114,0.088,348855.06,9140.6,5201.0,2097.0,7066.0,11,6
112.03,0.0777986111111111,0.0,0.47,0.114,0.0,0.076,349583.55,7209.0,1089.0,253.0,10750.0,11,0
124.832,0.0866888888888888,0.0,0.554,0.0,0.106,0.074,347527.91,8770.2,1015.0,3954.0,11026.0,11,1
131.48,0.0913690062543432,0.0,0.476,0.106,0.214,0.07,347513.84,7360.4,1139.0,549.0,9455.0,11,2
143.108,0.0993805555555555,0.0,0.65,0.218,0.08,0.082,347853.67,8145.0,2867.0,297.0,9001.0,11,3
138.912,0.0964666666666666,0.0,0.5,0.082,0.0,0.078,346640.21,10570.6,2168.0,6181.0,13685.0,11,4
150.512,0.1045222222222222,0.0,0.672,0.088,0.0,0.088,348195.95,7938.2,1573.0,4131.0,13451.0,11,5
122.776,0.0852611111111111,0.0,0.544,0.0,0.078,0.078,349432.07,5884.8,3556.0,279.0,5678.0,11,6
117.05,0.0812847222222222,0.0,0.442,0.082,0.332,0.064,347207.75,6626.0,1088.0,288.0,8926.0,11,0
139.994,0.0972180555555555,0.0,0.658,0.334,0.0,0.078,347502.38,11745.0,1063.0,11020.0,15111.0,11,1
115.442,0.0801680555555555,0.0,0.6,0.048,0.226,0.066,349768.52,6876.8,1182.0,769.0,7810.0,11,2
118.71,0.082494788047255,0.0,0.466,0.226,0.062,0.068,349289.97,7221.6,2031.0,283.0,8818.0,11,3
147.28,0.1022777777777777,0.0,0.526,0.062,0.204,0.078,350622.36,9730.4,0.0,7941.0,13601.0,11,4
288.892,0.2006194444444444,0.0,0.826,0.102,0.392,0.159,345983.16,13235.8,9356.0,353.0,17847.0,12,5
325.082,0.2257513888888888,0.0,0.79,0.396,0.08,0.206,346651.21,12410.8,2090.0,6915.0,10636.0,12,6
131.914,0.0916069444444444,0.0,0.482,0.082,0.062,0.096,347154.61,7438.4,1141.0,299.0,10428.0,12,0
145.016,0.1007055555555555,0.0,0.68,0.064,0.0,0.096,347811.81,8705.0,1012.0,5828.0,8561.0,12,1
178.398,0.1238875,0.0,0.602,0.0,0.13,0.112,347368.15,9141.4,3422.0,295.0,10919.0,12,2
161.936,0.1124555555555555,0.0,0.526,0.13,0.096,0.096,345182.54,10566.6,4751.0,318.0,11908.0,12,3
147.64,0.1025277777777777,0.0,0.58,0.122,0.142,0.1,346566.31,7427.4,459.0,3710.0,10263.0,12,4
154.34,0.1071805555555555,0.0,0.504,0.14,0.12,0.098,344966.3,9371.6,1133.0,2354.0,12283.0,12,5
200.936,0.1395388888888889,0.0,0.832,0.12,0.046,0.112,345477.71,9650.2,4176.0,2428.0,8728.0,12,6
125.012,0.0868138888888888,0.0,0.552,0.046,0.188,0.07,348341.52,7451.4,1102.0,278.0,8281.0,12,0
133.698,0.0928458333333333,0.0,0.494,0.204,0.08,0.076,347702.74,9665.6,1050.0,3817.0,12740.0,12,1
116.886,0.0811708333333333,0.0,0.646,0.078,0.0,0.078,349165.91,6611.2,1152.0,254.0,7759.0,12,2
111.49,0.0774236111111111,0.0,0.362,0.0,0.096,0.086,348231.37,7804.2,1103.0,1448.0,8911.0,12,3
179.55,0.1246875,0.0,0.648,0.09,0.29,0.108,348459.73,8291.2,980.0,3849.0,12941.0,12,4
157.626,0.1094625,0.0,0.61,0.29,0.108,0.086,347444.13,11491.2,1706.0,3687.0,14313.0,12,5
126.938,0.0881513888888888,0.0,0.64,0.056,0.064,0.072,349466.38,11508.8,3410.0,2281.0,12929.0,12,6
105.098,0.0730354412786657,0.0,0.36,0.0,0.12,0.064,349138.46,7467.6,1636.0,243.0,10567.0,12,0
144.08,0.1000555555555555,0.0,0.58,0.116,0.082,0.076,349833.58,10947.0,1123.0,5810.0,11093.0,12,1
109.336,0.0759277777777777,0.0,0.346,0.082,0.0,0.064,349489.58,9121.6,1233.0,2658.0,11679.0,12,2
119.434,0.0829402777777777,0.0,0.616,0.0,0.0,0.072,350161.83,8083.2,1859.0,276.0,13592.0,12,3
106.47,0.0739375,0.0,0.46,0.0,0.126,0.078,349749.55,8227.8,1191.0,200.0,12251.0,12,4
141.314,0.0981347222222222,0.0,0.604,0.13,0.062,0.086,348689.57,10934.6,3819.0,4550.0,12673.0,12,5
176.272,0.1224111111111111,0.0,0.86,0.062,0.0,0.096,349283.43,10055.2,1971.0,3091.0,11962.0,12,6
149.754,0.1039958333333333,0.0,0.856,0.0,0.108,0.078,349416.61,9431.6,2985.0,2316.0,14350.0,12,0
151.812,0.105425,0.0,0.568,0.104,0.316,0.102,349892.45,11219.0,4588.0,3368.0,9084.0,12,1
140.314,0.0974402777777777,0.0,0.574,0.304,0.0,0.08,349045.05,10693.6,1109.0,2773.0,9480.0,12,2
190.582,0.1323486111111111,0.0,0.738,0.0,0.16,0.124,348640.72,10650.0,4122.0,1490.0,7960.0,12,3
206.8,0.1436111111111111,0.0,0.622,0.164,0.224,0.133,348889.65,13004.0,1980.0,8554.0,15823.0,12,4
199.892,0.1388138888888888,0.0,0.66,0.23,0.066,0.112,346392.96,13766.4,4836.0,2434.0,14906.0,12,5
178.436,0.1239138888888888,0.0,0.538,0.066,0.216,0.1,348622.81,10750.6,3595.0,3597.0,13485.0,12,6
145.536,0.1010666666666666,0.0,0.854,0.218,0.072,0.09,347176.5,9295.2,0.0,3457.0,14071.0,12,0
142.508,0.0989638888888888,0.0,0.588,0.07,0.0,0.072,347092.81,11489.2,2461.0,2739.0,12355.0,1,1
111.666,0.0775458333333333,0.0,0.386,0.0,0.2,0.08,349081.13,6869.4,0.0,3094.0,8987.0,1,2
121.182,0.0841541666666666,0.0,0.586,0.136,0.13,0.074,350031.54,6338.4,1130.0,846.0,6671.0,1,3
136.706,0.0949347222222222,0.0,0.688,0.132,0.0,0.088,347433.67,9669.8,1241.0,5326.0,11752.0,1,4
129.464,0.0899055555555555,0.0,0.444,0.0,0.076,0.076,343905.04,9283.4,2113.0,286.0,14591.0,1,5
116.958,0.0812208333333333,0.0,0.414,0.078,0.05,0.07,344746.5,7761.8,1966.0,2445.0,7824.0,1,6
116.172,0.080675,0.0,0.432,0.05,0.05,0.066,346671.27,7078.0,1288.0,282.0,10294.0,1,0
127.452,0.0885083333333333,0.0,0.494,0.05,0.09,0.068,346783.4,8625.6,2197.0,3511.0,9793.0,1,1
125.336,0.0870388888888888,0.0,0.568,0.092,0.0,0.066,347412.44,7534.0,1162.0,284.0,8963.0,1,2
120.504,0.0836833333333333,0.0,0.464,0.0,0.138,0.064,346762.28,8056.2,1307.0,285.0,9992.0,1,3
95.484,0.0663083333333333,0.0,0.41,0.12,0.0,0.056,346190.47,7147.4,1261.0,290.0,7997.0,1,4
162.724,0.1130027777777777,0.0,0.532,0.082,0.052,0.081,345542.66,12274.4,5594.0,2621.0,11116.0,1,5
144.278,0.100262682418346,0.0,0.508,0.056,0.0,0.082,345001.97,12158.6,6505.0,340.0,9362.0,1,6
120.11,0.0834097222222222,0.0,0.376,0.0,0.046,0.07,346030.57,8661.0,5918.0,339.0,9738.0,1,0
113.144,0.0785722222222222,0.0,0.566,0.048,0.076,0.068,346621.66,11363.4,782.0,6883.0,14512.0,1,1
128.93,0.0895347222222222,0.0,0.64,0.076,0.054,0.072,346207.89,9100.2,1162.0,3430.0,9391.0,1,2
116.718,0.0810541666666666,0.0,0.508,0.0,0.216,0.066,347944.31,6688.8,1007.0,350.0,8657.0,1,3
119.29,0.0828402777777777,0.0,0.588,0.216,0.0,0.066,345503.42,9262.4,1034.0,846.0,14983.0,1,4
134.982,0.0937375,0.0,0.5,0.0,0.0,0.082,345032.53,8393.6,2521.0,6054.0,8015.0,1,5
138.614,0.0962597222222222,0.0,0.912,0.0,0.114,0.082,345520.14,7414.4,1775.0,380.0,4940.0,1,6
122.4,0.085,0.0,0.492,0.114,0.062,0.08,344973.24,7947.4,0.0,376.0,10447.0,1,0
143.462,0.0996263888888888,0.0,0.566,0.084,0.188,0.082,345736.48,9977.4,4670.0,7640.0,7552.0,1,1
107.984,0.0749888888888888,0.0,0.36,0.236,0.0,0.068,346906.15,7949.2,1116.0,387.0,13359.0,1,2
104.306,0.0724347222222222,0.0,0.34,0.0,0.066,0.066,346722.09,7038.6,1107.0,320.0,5935.0,1,3
119.626,0.0830736111111111,0.0,0.638,0.066,0.0,0.064,346615.84,9423.4,0.0,2421.0,11409.0,1,4
168.422,0.1169597222222222,0.0,0.866,0.0,0.054,0.076,345254.7,12048.0,4925.0,311.0,15606.0,1,5
140.758,0.0977486111111111,0.0,0.498,0.052,0.058,0.074,347477.29,10058.2,3725.0,3818.0,7367.0,1,6
107.836,0.0748861111111111,0.0,0.366,0.058,0.054,0.058,346272.16,9748.2,1142.0,280.0,12792.0,1,0
117.176,0.0813722222222222,0.0,0.46,0.0,0.0,0.066,346497.27,11292.8,1487.0,6199.0,11077.0,1,1
116.47,0.0808819444444444,0.0,0.422,0.0,0.0,0.067,347925.1,6950.0,0.0,261.0,7261.0,1,2
137.576,0.0955388888888888,0.0,0.514,0.0,0.182,0.072,348315.48,8342.4,1165.0,267.0,9437.0,1,3
179.25,0.1244791666666666,0.0,0.48,0.184,0.178,0.1,346118.79,6505.4,336.0,280.0,7241.0,2,4
230.968,0.1605059068797776,0.0,1.032,0.176,0.09,0.096,345778.05,12446.6,6247.0,2764.0,15188.0,2,5
153.708,0.1067416666666666,0.0,0.698,0.096,0.108,0.088,346090.64,8835.4,2319.0,4435.0,8452.0,2,6
104.034,0.0722458333333333,0.0,0.48,0.068,0.0,0.058,345967.5,6879.2,1161.0,252.0,9531.0,2,0
152.786,0.1061013888888888,0.0,0.62,0.0,0.246,0.088,347006.76,10383.2,1098.0,7803.0,13717.0,2,1
114.26,0.0793472222222222,0.0,0.504,0.256,0.0,0.066,343315.75,7104.4,2114.0,356.0,8428.0,2,2
108.706,0.0754902777777777,0.0,0.484,0.0,0.05,0.063,347141.59,6392.6,0.0,295.0,8089.0,2,3
119.094,0.0827041666666666,0.0,0.748,0.046,0.08,0.06,346223.69,8276.0,940.0,1921.0,9563.0,2,4
144.528,0.1003666666666666,0.0,0.584,0.08,0.098,0.08,348140.89,8769.6,2050.0,2838.0,10293.0,2,5
151.736,0.1053722222222222,0.0,0.768,0.094,0.048,0.072,347436.29,9211.4,2562.0,2955.0,10128.0,2,6
102.246,0.0710041666666666,0.0,0.402,0.05,0.0,0.064,348036.76,7101.8,1018.0,297.0,8930.0,2,0
130.946,0.0909347222222222,0.0,0.608,0.0,0.0,0.076,344893.18,8419.8,2009.0,1856.0,12138.0,2,1
128.478,0.0892208333333333,0.0,0.664,0.0,0.0,0.082,347332.46,8035.4,2530.0,3615.0,7568.0,2,2
113.646,0.0789208333333333,0.0,0.53,0.0,0.058,0.072,346701.34,6744.6,1300.0,291.0,9299.0,2,3
107.952,0.0749666666666666,0.0,0.67,0.058,0.0,0.058,348322.47,8325.0,1109.0,1723.0,13417.0,2,4
138.994,0.0965236111111111,0.0,0.686,0.0,0.062,0.082,347166.08,9927.2,1076.0,2360.0,11599.0,2,5
120.076,0.0833861111111111,0.0,0.562,0.06,0.096,0.066,349156.56,8142.4,3182.0,2257.0,6049.0,2,6
101.972,0.0708138888888888,0.0,0.712,0.092,0.29,0.07,348572.06,6301.8,0.0,251.0,10345.0,2,0
137.568,0.0955333333333333,0.0,0.564,0.342,0.0,0.084,347054.59,8956.4,1881.0,4711.0,11200.0,2,1
190.268,0.1321305555555555,0.0,0.816,0.074,0.0,0.09,348004.35,9516.0,3655.0,5516.0,7704.0,2,2
112.274,0.0779680555555555,0.0,0.526,0.0,0.0,0.072,346680.56,6895.4,0.0,307.0,8523.0,2,3
121.688,0.0845055555555555,0.0,0.708,0.0,0.094,0.072,347667.5,7279.6,1167.0,1985.0,10101.0,2,4
132.504,0.092144645340751,0.0,0.434,0.09,0.088,0.074,344649.26,7781.8,1684.0,2250.0,10040.0,2,5
107.332,0.0745361111111111,0.0,0.432,0.09,0.0,0.072,346144.03,5240.0,754.0,332.0,11447.0,2,6
91.72,0.0636944444444444,0.0,0.34,0.0,0.1,0.067,345277.45,2096.0,0.0,321.0,1856.0,2,0
84.59,0.0587430555555555,0.0,0.324,0.1,0.0,0.0,344927.99,2101.0,0.0,295.0,2013.0,2,1
86.168,0.0598388888888888,0.0,0.344,0.0,0.0,0.054,344957.79,2353.2,0.0,326.0,2969.0,2,2
83.248,0.0578111111111111,0.0,0.348,0.0,0.084,0.0,345318.15,2112.4,0.0,281.0,2028.0,2,3
88.948,0.0617694444444444,0.0,0.362,0.082,0.078,0.058,342775.43,5576.6,0.0,3773.0,8062.0,2,4
105.158,0.0730263888888888,0.0,0.35,0.076,0.082,0.07,344781.38,4719.8,0.0,1287.0,2724.0,3,5
144.71,0.1004930555555555,0.0,0.74,0.082,0.0,0.084,345234.59,4932.0,0.0,5244.0,2565.0,3,6
114.334,0.0793986111111111,0.0,0.346,0.0,0.146,0.076,346106.86,4287.6,0.0,2207.0,1755.0,3,0
108.958,0.0756652777777777,0.0,0.354,0.23,0.0,0.068,347078.04,7009.4,1249.0,2443.0,9415.0,3,1
140.898,0.0978458333333333,0.0,0.454,0.0,0.112,0.088,347133.95,8598.0,1145.0,9797.0,5529.0,3,2
106.184,0.0737388888888888,0.0,0.346,0.102,0.0,0.068,346218.09,10389.0,1082.0,372.0,6965.0,3,3
129.392,0.0898555555555555,0.0,0.56,0.0,0.0,0.08,346775.14,7836.0,1235.0,3471.0,9033.0,3,4
237.08,0.1646388888888889,0.0,0.964,0.0,0.0,0.13,347890.97,9487.2,6286.0,346.0,8435.0,3,5
135.574,0.0941486111111111,0.0,0.458,0.0,0.112,0.08,346674.79,6611.2,2607.0,333.0,4155.0,3,6
127.124,0.0882805555555555,0.0,0.488,0.114,0.068,0.08,348087.38,6786.0,2009.0,368.0,8660.0,3,0
151.1,0.1049305555555555,0.0,0.74,0.068,0.088,0.08,346210.78,9312.4,1271.0,3901.0,12936.0,3,1
138.194,0.0959680555555555,0.0,0.604,0.09,0.21,0.08,347122.38,7448.0,1120.0,2374.0,11042.0,3,2
128.474,0.0892180555555555,0.0,0.512,0.21,0.0,0.076,346755.78,7116.0,3263.0,3590.0,5464.0,3,3
159.748,0.1109361111111111,0.0,0.546,0.0,0.072,0.076,346503.41,9282.6,980.0,3881.0,14476.0,3,4
